Atmiņas taktiskā frekvence: 15000 MHzVideo kartes atmiņas tips: GDDR6Video kartes atmiņa: 12 GBSavienojumi: PCI Express 4.0, HDMI, DisplayPort 
Atmiņas taktiskā frekvence: 15000 MHzVideo kartes atmiņas tips: GDDR6Video kartes atmiņa: 12 GBSavienojumi: PCI Express 4.0, HDMI, DisplayPort 
Atmiņas taktiskā frekvence: 2610 MHzVideo kartes atmiņas tips: GDDR6Video kartes atmiņa: 16 GBSavienojumi: HDMI, 3 x Display Port 
Atmiņas taktiskā frekvence: 2610 MHzVideo kartes atmiņas tips: GDDR6Video kartes atmiņa: 16 GBSavienojumi: HDMI, 3 x Display Port 
Atmiņas taktiskā frekvence: 1830 MHzVideo kartes atmiņas tips: GDDR6Video kartes atmiņa: 8 GBSavienojumi: 2 x HDMI, 2 x DisplayPortIeteicamā barošanas bloka jauda: 450 W 
