Atmiņas taktiskā frekvence: 15000 MHzVideo kartes atmiņas tips: GDDR6Video kartes atmiņa: 12 GBSavienojumi: PCI Express 4.0, HDMI, DisplayPort 
Atmiņas taktiskā frekvence: 15000 MHzVideo kartes atmiņas tips: GDDR6Video kartes atmiņa: 12 GBSavienojumi: PCI Express 4.0, HDMI, DisplayPort 
Atmiņas taktiskā frekvence: 2610 MHzVideo kartes atmiņas tips: GDDR6Video kartes atmiņa: 16 GBSavienojumi: HDMI, 3 x Display Port 
Atmiņas taktiskā frekvence: 2610 MHzVideo kartes atmiņas tips: GDDR6Video kartes atmiņa: 16 GBSavienojumi: HDMI, 3 x Display Port 
Atmiņas taktiskā frekvence: 1830 MHzVideo kartes atmiņas tips: GDDR6Video kartes atmiņa: 8 GBSavienojumi: 3 x Display Port, HDMIIeteicamā barošanas bloka jauda: 600 W 
